latitude;longitude;altitude(m);ultrasonicHeight(m);speed(mps);distance(m);max_altitude(m);max_ascent(m);max_speed(mps);max_distance(m);time(millisecond);datetime(utc);datetime(local);satellites;pressure(Pa);temperature(F);voltage(v);home_latitude;home_longitude;velocityX(mps);velocityY(mps);velocityZ(mps);pitch(deg);roll(deg);yaw(deg);powerlevel;isflying;istakingphoto;remainPowerPercent;remainLifePercent;currentCurrent;currentElectricity;currentVoltage;batteryTemperature;dischargeCount;flightmode;isMotorsOn;isTakingVideo;Rc_elevator;Rc_aileron;Rc_throttle;Rc_rudder;Rc_gyro;timestamp;Battery_Cell1;Battery_Cell2;Battery_Cell3;Battery_Cell4;Battery_Cell5;Battery_Cell6;Dronetype;AppVersion;Planename;FlyControllerSerialNumber;RemoteSerialNumber;BatterySerialNumber;CENTER_BATTERY.productDate;CENTER_BATTERY.serialNo;CENTER_BATTERY.fullCapacity;CENTER_BATTERY.productDateRaw;pitchRaw;rollRaw;yawRaw;gimbalPitchRaw;gimbalRollRaw;gimbalYawRaw;flyState;altitudeRaw;speedRaw;distanceRaw;velocityXRaw;velocityYRaw;velocityZRaw;data_reuse;App_Tip;App_Warning;downlinkSignalQuality;uplinkSignalQuality;transmissionChannel;rcModeSwitch;rcHome;rcPause;rcTransform;rcJoystickMode;appMode;FlyControllerSerialNumber_legacy;RemoteSerialNumber_legacy;BatterySerialNumber_legacy;Battery2SerialNumber;frontAvoidDist;backAvoidDist;isBrakingToAvoid
-29.447897;-53.285895;0.5;0.5;0.2;0.06;0.5;0.5;0.2;0.06;0;43:51.9;43:51.9;11;0;0;16.779;-29.447898;-53.285895;0;0;-0.2;-0.9;-0.6;158.7;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;-660;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;Litchi_4.17.0-g;Mavic 2 Enterprise;276DF9N001KY48;0VECFAP0072WTK;161AFA8636043H;;0;0;0;9;-6;1587;0;0;1624;6;5;2;0.58;0;0;-2;0;;;100;100;0;2;0;0;0;2;0;;;;null;6.4;0;0
-29.447898;-53.285895;0.5;0.5;0;0.03;0.5;0.5;0.2;0.06;101;43:52.0;43:52.0;11;0;0;16.779;-29.447898;-53.285895;0;0;0;-1.1;-0.4;158.7;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;-614;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;11;-4;1587;0;0;1624;6;5;0;0.3;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.4;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.06;200;43:52.1;43:52.1;11;0;0;16.779;-29.447898;-53.285895;0;0;0;-1.1;-0.3;158.7;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;-62;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;11;-3;1587;0;0;1624;6;5;0;0.37;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.5;0;0.06;0.5;0.5;0.2;0.06;293;43:52.1;43:52.1;11;0;0;16.779;-29.447898;-53.285895;0;0;0;-1.2;-0.2;158.7;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;12;-2;1587;0;0;1624;6;5;0;0.59;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.5;0.1;0.07;0.5;0.5;0.2;0.07;405;43:52.3;43:52.3;11;0;0;16.779;-29.447898;-53.285895;0;0;0.1;-1.3;-0.3;158.8;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;13;-3;1588;0;0;1624;6;5;1;0.66;0;0;1;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.5;0.1;0.06;0.5;0.5;0.2;0.07;504;43:52.4;43:52.4;11;0;0;16.779;-29.447898;-53.285895;0;0;0.1;-1.3;-0.3;158.8;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;13;-3;1588;0;0;1624;6;5;1;0.63;0;0;1;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.5;0;0.07;0.5;0.5;0.2;0.07;609;43:52.5;43:52.5;11;0;0;16.779;-29.447898;-53.285895;0;0;0;-1.2;-0.4;158.8;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;12;-4;1588;0;0;1624;6;5;0;0.67;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.4;0.5;0;0.07;0.5;0.5;0.2;0.07;708;43:52.6;43:52.6;11;0;0;16.779;-29.447898;-53.285895;0;0;0;-1.2;-0.6;158.8;0;1;0;85;100;-1799;3175;16779;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;12;-6;1588;0;0;1624;6;4;0;0.67;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.4;0.5;0;0.07;0.5;0.5;0.2;0.07;805;43:52.7;43:52.7;11;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;-0.8;158.7;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;10;-8;1587;0;0;1624;6;4;0;0.7;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.4;0.5;0;0.04;0.5;0.5;0.2;0.07;931;43:52.8;43:52.8;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.8;-1;158.6;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;8;-10;1586;0;0;1624;6;4;0;0.4;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.4;0.5;0;0.03;0.5;0.5;0.2;0.07;1105;43:53.0;43:53.0;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.7;-1;158.4;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;7;-10;1584;0;0;1624;6;4;0;0.27;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.4;0.5;0;0.03;0.5;0.5;0.2;0.07;1203;43:53.1;43:53.1;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.7;-0.9;158.3;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;7;-9;1583;0;0;1624;6;4;0;0.25;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.07;1299;43:53.2;43:53.2;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.6;-0.8;158.3;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;6;-8;1583;0;0;1624;6;5;0;0.38;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.07;1411;43:53.3;43:53.3;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.6;-0.8;158.3;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;6;-8;1583;0;0;1624;6;5;0;0.37;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.07;1502;43:53.4;43:53.4;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.7;-0.6;158.4;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;7;-6;1584;0;0;1624;6;5;0;0.35;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.03;0.5;0.5;0.2;0.07;1603;43:53.5;43:53.5;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.7;-0.4;158.5;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;7;-4;1585;0;0;1624;6;5;0;0.35;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.07;1705;43:53.6;43:53.6;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.8;-0.3;158.5;0;1;0;85;100;-7726;3171;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;8;-3;1585;0;0;1624;6;5;0;0.36;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285895;0.5;0.5;0;0.04;0.5;0.5;0.2;0.07;1794;43:53.6;43:53.6;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.9;-0.2;158.5;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;9;-2;1585;0;0;1624;6;5;0;0.36;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.05;0.5;0.5;0.2;0.07;1906;43:53.8;43:53.8;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.9;-0.2;158.5;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;9;-2;1585;0;0;1624;6;5;0;0.5;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.05;0.5;0.5;0.2;0.07;2002;43:53.9;43:53.9;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.9;-0.2;158.5;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;9;-2;1585;0;0;1624;6;5;0;0.52;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.05;0.5;0.5;0.2;0.07;2092;43:53.9;43:53.9;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-0.9;-0.2;158.5;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;9;-2;1585;0;0;1624;6;5;0;0.51;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.05;0.5;0.5;0.2;0.07;2192;43:54.0;43:54.0;12;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;-0.2;158.6;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;10;-2;1586;0;0;1624;6;5;0;0.53;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.07;0.5;0.5;0.2;0.07;2292;43:54.1;43:54.1;13;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;-0.2;158.5;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4196;4198;4182;4192;0;0;28;;;;;;;0;0;0;10;-2;1585;0;0;1624;6;5;0;0.65;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.07;0.5;0.5;0.2;0.07;2402;43:54.3;43:54.3;13;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;-0.1;158.6;0;1;0;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;-1;1586;0;0;1624;6;5;0;0.69;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.06;0.5;0.5;0.2;0.07;2510;43:54.4;43:54.4;13;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;0;158.6;0;1;1;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1586;0;0;1624;6;5;0;0.64;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.07;0.5;0.5;0.2;0.07;2605;43:54.5;43:54.5;13;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;0;158.7;0;1;1;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1587;0;0;1624;6;5;0;0.67;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.08;0.5;0.5;0.2;0.08;2701;43:54.6;43:54.6;13;0;0;16.617;-29.447898;-53.285895;0;0;0;-1;0;158.7;0;1;1;85;100;-8386;3169;16617;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1587;0;0;1624;6;5;0;0.76;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.08;0.5;0.5;0.2;0.08;2797;43:54.7;43:54.7;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0;158.7;0;1;1;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1587;0;0;1624;6;5;0;0.81;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.09;2909;43:54.8;43:54.8;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0;158.8;0;1;1;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1588;0;0;1624;6;5;0;0.89;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.09;3005;43:54.9;43:54.9;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0;158.8;0;1;1;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1588;0;0;1624;6;5;0;0.94;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.09;3101;43:55.0;43:55.0;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0.1;158.9;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;1;1589;0;0;1624;6;5;0;0.86;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.09;3207;43:55.1;43:55.1;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0.1;158.9;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;1;1589;0;0;1624;6;5;0;0.91;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447898;-53.285896;0.5;0.5;0;0.1;0.5;0.5;0.2;0.1;3297;43:55.2;43:55.2;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-0.9;0.1;159;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;1;1590;0;0;1624;6;5;0;0.98;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.1;0.5;0.5;0.2;0.1;3403;43:55.3;43:55.3;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-0.9;0;159;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;0;1590;0;0;1624;6;5;0;1.04;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.1;0.5;0.5;0.2;0.1;3492;43:55.3;43:55.3;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-0.9;0.1;159;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;1;1590;0;0;1624;6;5;0;0.96;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.1;0.5;0.5;0.2;0.1;3593;43:55.4;43:55.4;13;0;0;16.567;-29.447898;-53.285895;0;0;0;-0.9;0.1;159;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;1;1590;0;0;1624;6;5;0;1.01;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.1;3702;43:55.6;43:55.6;12;0;0;16.567;-29.447898;-53.285895;0;0;0;-1;0;159.1;0;1;0;85;100;-8386;3169;16567;3105.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1591;0;0;1624;6;5;0;0.95;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447898;-53.285896;0.5;0.5;0;0.1;0.5;0.5;0.2;0.1;3801;43:55.7;43:55.7;12;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;0;159.1;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1591;0;0;1624;6;5;0;0.99;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.1;3905;43:55.8;43:55.8;12;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;0;159.1;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1591;0;0;1624;6;5;0;0.89;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285896;0.5;0.5;0;0.09;0.5;0.5;0.2;0.1;3998;43:55.9;43:55.9;12;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;0;159.1;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1591;0;0;1624;6;5;0;0.92;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285896;0.5;0.5;0;0.08;0.5;0.5;0.2;0.1;4108;43:56.0;43:56.0;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;0;159.1;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;0;1591;0;0;1624;6;5;0;0.75;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285896;0.5;0.5;0;0.08;0.5;0.5;0.2;0.1;4201;43:56.1;43:56.1;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;-0.1;159.1;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;-1;1591;0;0;1624;6;5;0;0.76;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285895;0.5;0.5;0;0.08;0.5;0.5;0.2;0.1;4300;43:56.2;43:56.2;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-1;-0.1;159;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;10;-1;1590;0;0;1624;6;5;0;0.75;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285895;0.5;0.6;0;0.08;0.5;0.5;0.2;0.1;4404;43:56.3;43:56.3;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-0.9;-0.1;159;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;-1;1590;0;0;1624;6;5;0;0.77;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285895;0.5;0.6;0;0.07;0.5;0.5;0.2;0.1;4509;43:56.4;43:56.4;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-0.9;-0.1;159;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;-1;1590;0;0;1624;6;5;0;0.72;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285895;0.5;0.6;0;0.07;0.5;0.5;0.2;0.1;4604;43:56.5;43:56.5;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-0.9;-0.1;159;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;-1;1590;0;0;1624;6;5;0;0.74;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.6;0;0
-29.447897;-53.285895;0.5;0.6;0;0.09;0.5;0.5;0.2;0.1;4701;43:56.6;43:56.6;11;0;0;16.556;-29.447898;-53.285895;0;0;0;-0.9;-0.1;158.9;0;1;0;85;100;-8386;3169;16556;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;-1;1589;0;0;1624;6;5;0;0.9;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.6;0;0.1;0.5;0.5;0.2;0.1;4800;43:56.7;43:56.7;11;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.9;-0.1;158.9;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;9;-1;1589;0;0;1624;6;5;0;0.95;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.6;0;0.11;0.5;0.5;0.2;0.11;4902;43:56.8;43:56.8;11;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.8;0;158.9;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;8;0;1589;0;0;1624;6;5;0;1.11;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285895;0.5;0.6;0;0.12;0.5;0.5;0.2;0.12;5001;43:56.9;43:56.9;11;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.8;0;158.9;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;8;0;1589;0;0;1624;6;5;0;1.2;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285894;0.5;0.6;0;0.15;0.5;0.5;0.2;0.15;5101;43:57.0;43:57.0;11;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.8;-0.1;158.8;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;8;-1;1588;0;0;1624;6;5;0;1.48;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285894;0.5;0.6;0;0.16;0.5;0.5;0.2;0.16;5199;43:57.1;43:57.1;11;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.8;0;158.8;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;8;0;1588;0;0;1624;6;5;0;1.6;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
-29.447897;-53.285894;0.5;0.6;0;0.16;0.5;0.5;0.2;0.16;5289;43:57.1;43:57.1;12;0;0;16.539;-29.447898;-53.285895;0;0;0;-0.8;-0.1;158.8;0;1;0;85;100;-8349;3162;16539;3106.5;3;P-GPS;1;0;0;0;0;0;0;1.57618E+12;4148;4149;4130;4140;0;0;28;;;;;;;0;0;0;8;-1;1588;0;0;1624;6;5;0;1.63;0;0;0;0;;;100;100;0;2;0;0;0;2;0;;;;;6.5;0;0
